,id,entry name,protein_names,tissue_specificity
2159,Q7Z3Y8,K1C27_HUMAN,"Keratin, type I cytoskeletal 27 (Cytokeratin-27) (CK-27) (Keratin-25C) (K25C) (Keratin-27) (K27) (Type I inner root sheath-specific keratin-K25irs3)","TISSUE SPECIFICITY: Strongly expressed in skin and scalp. In the hair follicle, expressed in Henle layer, Huxley layer and in the inner root sheath cuticle of the hair follicle. Expression extends from the bulb region up to the point of differentiation into the three layers. Also present in the medulla of beard hair (at protein level). {ECO:0000269|PubMed:15617563, ECO:0000269|PubMed:16874310}."
2160,Q7Z422,SZRD1_HUMAN,SUZ RNA-binding domain-containing (SUZ domain-containing protein 1) (Putative MAPK-activating protein PM18/PM20/PM22),
2161,Q7Z434,MAVS_HUMAN,Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA),"TISSUE SPECIFICITY: Present in T-cells, monocytes, epithelial cells and hepatocytes (at protein level). Ubiquitously expressed, with highest levels in heart, skeletal muscle, liver, placenta and peripheral blood leukocytes. {ECO:0000269|PubMed:16125763, ECO:0000269|PubMed:16127453, ECO:0000269|PubMed:16153868}."
2162,Q7Z4H3,HDDC2_HUMAN,5'-deoxynucleotidase HDDC2 (EC 3.1.3.89) (HD domain-containing protein 2) (Hepatitis C virus NS5A-transactivated protein 2) (HCV NS5A-transactivated protein 2),
2163,Q7Z4H8,PLGT3_HUMAN,Protein O-glucosyltransferase 3 (EC 2.4.1.-) (KDEL motif-containing protein 2) (Protein O-xylosyltransferase POGLUT3) (EC 2.4.2.-),
2164,Q7Z4I7,LIMS2_HUMAN,LIM and senescent cell antigen-like-containing domain protein 2 (LIM-like protein 2) (Particularly interesting new Cys-His protein 2) (PINCH-2),
2165,Q7Z4R8,CF120_HUMAN,UPF0669 protein C6orf120,TISSUE SPECIFICITY: Mainly expressed in hepatocytes and some weak expression in germinal center cells of lymph nodes. {ECO:0000269|PubMed:22340178}.
2166,Q7Z4W1,DCXR_HUMAN,L-xylulose reductase (XR) (EC 1.1.1.10) (Carbonyl reductase II) (Dicarbonyl/L-xylulose reductase) (Kidney dicarbonyl reductase) (kiDCR) (Short chain dehydrogenase/reductase family 20C member 1) (Sperm surface protein P34H),"TISSUE SPECIFICITY: Highly expressed in kidney, liver and epididymis. In the epididymis, it is mainly expressed in the proximal and distal sections of the corpus region. Weakly or not expressed in brain, lung, heart, spleen and testis. {ECO:0000269|PubMed:10385429, ECO:0000269|PubMed:11882650}."
2167,Q7Z591,AKNA_HUMAN,Microtubule organization protein AKNA (AT-hook-containing transcription factor),"TISSUE SPECIFICITY: Predominantly expressed by lymphoid tissues. Highly expressed in the spleen, lymph nodes and peripheral blood leukocytes, expressed at lower level in the thymus. Mainly expressed by germinal center B-lymphocytes, a stage in which receptor and ligand interactions are crucial for B-lymphocyte maturation. Expressed by B- and T-lymphocytes, Natural killer cells and CD1a(+)CD14(-) but not CD1a(-)CD14(+) dendritic cells. Weakly or not expressed in fetal liver and in adult bone marrow. {ECO:0000269|PubMed:11268217}."
2168,Q7Z5L7,PODN_HUMAN,Podocan,"TISSUE SPECIFICITY: Kidney, heart, liver, pancreas and vascular smooth muscle cells. Also detected in aortic intima (at protein level). {ECO:0000269|PubMed:12796502, ECO:0000269|PubMed:15063725, ECO:0000269|PubMed:20551380}."
2169,Q7Z5L9,I2BP2_HUMAN,Interferon regulatory factor 2-binding protein 2 (IRF-2-binding protein 2) (IRF-2BP2),
2170,Q7Z5P4,DHB13_HUMAN,17-beta-hydroxysteroid dehydrogenase 13 (17-beta-HSD 13) (EC 1.1.1.-) (EC 1.1.1.62) (Hepatic retinol/retinal dehydrogenase) (EC 1.1.1.105) (Short chain dehydrogenase/reductase family 16C member 3) (Short-chain dehydrogenase/reductase 9),"TISSUE SPECIFICITY: Highly expressed in the liver (PubMed:29562163). Also detected in ovary, bone marrow, kidney, brain, lung, skeletal muscle, bladder and testis. {ECO:0000269|PubMed:17311113, ECO:0000269|PubMed:29562163}."
2171,Q7Z5R6,AB1IP_HUMAN,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein (APBB1-interacting protein 1) (Proline-rich EVH1 ligand 1) (PREL-1) (Proline-rich protein 73) (Rap1-GTP-interacting adapter molecule) (RIAM) (Retinoic acid-responsive proline-rich protein 1) (RARP-1),"TISSUE SPECIFICITY: Widely expressed with high expression in thymus, spleen, lymph node, bone marrow and peripheral leukocytes. {ECO:0000269|PubMed:14530287, ECO:0000269|PubMed:15469846}."
2172,Q7Z6I8,CE024_HUMAN,UPF0461 protein C5orf24,
2173,Q7Z6J4,FGD2_HUMAN,"FYVE, RhoGEF and PH domain-containing protein 2 (Zinc finger FYVE domain-containing protein 4)",
2174,Q7Z6L1,TCPR1_HUMAN,Tectonin beta-propeller repeat-containing protein 1,
2175,Q7Z6P3,RAB44_HUMAN,Ras-related protein Rab-44,
2176,Q7Z6Z7,HUWE1_HUMAN,"E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)","TISSUE SPECIFICITY: Weakly expressed in heart, brain and placenta but not in other tissues. Expressed in a number of cell lines, predominantly in those from colorectal carcinomas. {ECO:0000269|PubMed:15567145}."
2177,Q7Z794,K2C1B_HUMAN,"Keratin, type II cytoskeletal 1b (Cytokeratin-1B) (CK-1B) (Keratin-77) (K77) (Type-II keratin Kb39)",TISSUE SPECIFICITY: Expressed exclusively in skin. {ECO:0000269|PubMed:15737194}.
2178,Q7Z7A1,CNTRL_HUMAN,Centriolin (Centrosomal protein 1) (Centrosomal protein of 110 kDa) (Cep110),TISSUE SPECIFICITY: Widely expressed with highest levels in testis and trachea. {ECO:0000269|PubMed:10688839}.
2179,Q7Z7E8,UB2Q1_HUMAN,Ubiquitin-conjugating enzyme E2 Q1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Q1) (Protein NICE-5) (Ubiquitin carrier protein Q1) (Ubiquitin-protein ligase Q1),TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:11230159}.
2180,Q7Z7H5,TMED4_HUMAN,Transmembrane emp24 domain-containing protein 4 (Endoplasmic reticulum stress-response protein 25) (ERS25) (GMP25iso) (Putative NF-kappa-B-activating protein 156) (p24 family protein alpha-3) (p24alpha3),
2181,Q7Z7K6,CENPV_HUMAN,Centromere protein V (CENP-V) (Nuclear protein p30) (Proline-rich protein 6),
2182,Q7Z7M0,MEGF8_HUMAN,Multiple epidermal growth factor-like domains protein 8 (Multiple EGF-like domains protein 8) (Epidermal growth factor-like protein 4) (EGF-like protein 4),
2183,Q86SQ4,AGRG6_HUMAN,Adhesion G-protein coupled receptor G6 (Developmentally regulated G-protein-coupled receptor) (G-protein coupled receptor 126) (Vascular inducible G protein-coupled receptor) [Cleaved into: ADGRG6 N-terminal fragment (ADGRG6-NTF); ADGRG6 C-terminal fragment (ADGRG6-CTF)],TISSUE SPECIFICITY: Expressed in placenta and to a lower extent in pancreas and liver. Detected in aortic endothelial cells but not in skin microvascular endothelial cells. {ECO:0000269|PubMed:15225624}.
2184,Q86SX6,GLRX5_HUMAN,"Glutaredoxin-related protein 5, mitochondrial (Monothiol glutaredoxin-5)",
2185,Q86T13,CLC14_HUMAN,C-type lectin domain family 14 member A (Epidermal growth factor receptor 5) (EGFR-5),
2186,Q86TC9,MYPN_HUMAN,Myopalladin (145 kDa sarcomeric protein),TISSUE SPECIFICITY: Expressed in adult skeletal muscle and fetal heart. {ECO:0000269|PubMed:11309420}.
2187,Q86TD4,SRCA_HUMAN,Sarcalumenin,
2188,Q86TW2,ADCK1_HUMAN,AarF domain-containing protein kinase 1 (EC 2.7.-.-),
2189,Q86TX2,ACOT1_HUMAN,Acyl-coenzyme A thioesterase 1 (Acyl-CoA thioesterase 1) (EC 3.1.2.-) (CTE-I) (CTE-Ib) (Inducible cytosolic acyl-coenzyme A thioester hydrolase) (Long chain acyl-CoA thioester hydrolase) (Long chain acyl-CoA hydrolase) (Palmitoyl-coenzyme A thioesterase) (EC 3.1.2.2),
2190,Q86U38,NOP9_HUMAN,Nucleolar protein 9,
2191,Q86U42,PABP2_HUMAN,Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2) (Nuclear poly(A)-binding protein 1) (Poly(A)-binding protein II) (PABII) (Polyadenylate-binding nuclear protein 1),TISSUE SPECIFICITY: Ubiquitous.
2192,Q86U44,MTA70_HUMAN,N(6)-adenosine-methyltransferase catalytic subunit METTL3 (EC 2.1.1.348) (Methyltransferase-like protein 3) (hMETTL3) (N(6)-adenosine-methyltransferase 70 kDa subunit) (MT-A70),"TISSUE SPECIFICITY: Widely expressed at low level. Expressed in spleen, thymus, prostate, testis, ovary, small intestine, colon and peripheral blood leukocytes. {ECO:0000269|PubMed:9409616}."
2193,Q86UA1,PRP39_HUMAN,Pre-mRNA-processing factor 39 (PRP39 homolog),
2194,Q86UP2,KTN1_HUMAN,Kinectin (CG-1 antigen) (Kinesin receptor),"TISSUE SPECIFICITY: High levels in peripheral blood lymphocytes, testis and ovary, lower levels in spleen, thymus, prostate, small intestine and colon."
2195,Q86UT6,NLRX1_HUMAN,NLR family member X1 (Caterpiller protein 11.3) (CLR11.3) (Nucleotide-binding oligomerization domain protein 5) (Nucleotide-binding oligomerization domain protein 9),"TISSUE SPECIFICITY: Ubiquitously expressed. Strongest expression in mammary gland, heart and muscle. Detected in HeLa, HEK293T, THP-1, HL-60, Raji and Jurkat cell lines (at protein level). {ECO:0000269|PubMed:15952891, ECO:0000269|PubMed:18200010, ECO:0000269|PubMed:18219313}."
2196,Q86UU1,PHLB1_HUMAN,Pleckstrin homology-like domain family B member 1 (Protein LL5-alpha),
2197,Q86UW8,HPLN4_HUMAN,Hyaluronan and proteoglycan link protein 4 (Brain link protein 2),TISSUE SPECIFICITY: Expressed predominantly in brain. {ECO:0000269|PubMed:12663660}.
2198,Q86UX7,URP2_HUMAN,Fermitin family homolog 3 (Kindlin-3) (MIG2-like protein) (Unc-112-related protein 2),"TISSUE SPECIFICITY: Highly expressed in lymph node. Expressed in thymus, spleen and leukocytes. Weakly expressed in placenta, small intestine, stomach, testis and lung. Overexpressed in B-cell malignancies. {ECO:0000269|PubMed:12697302, ECO:0000269|PubMed:12886250}."
2199,Q86V48,LUZP1_HUMAN,Leucine zipper protein 1 (Filamin mechanobinding actin cross-linking protein) (Fimbacin),
2200,Q86VD7,S2542_HUMAN,Mitochondrial coenzyme A transporter SLC25A42 (Solute carrier family 25 member 42),
2201,Q86VH2,KIF27_HUMAN,Kinesin-like protein KIF27,"TISSUE SPECIFICITY: Testis, pancreatic islet, germ cell tumors and Jurkat T-cells."
2202,Q86VN1,VPS36_HUMAN,Vacuolar protein-sorting-associated protein 36 (ELL-associated protein of 45 kDa) (ESCRT-II complex subunit VPS36),
2203,Q86VP6,CAND1_HUMAN,Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (TBP-interacting protein of 120 kDa A) (TBP-interacting protein 120A) (p120 CAND1),
2204,Q86VQ1,GLCI1_HUMAN,Glucocorticoid-induced transcript 1 protein,"TISSUE SPECIFICITY: Predominantly expressed in lung, spleen, thymus and testis and, at lower levels, in brain, bone marrow, peripheral leukocytes, skin and trachea. {ECO:0000269|PubMed:12557054, ECO:0000269|PubMed:21991891}."
2205,Q86VS8,HOOK3_HUMAN,Protein Hook homolog 3 (h-hook3) (hHK3),
2206,Q86VY4,TSYL5_HUMAN,Testis-specific Y-encoded-like protein 5 (TSPY-like protein 5),
2207,Q86W42,THOC6_HUMAN,THO complex subunit 6 (Functional spliceosome-associated protein 35) (fSAP35) (WD repeat-containing protein 58),
2208,Q86WA6,BPHL_HUMAN,Valacyclovir hydrolase (VACVase) (Valacyclovirase) (EC 3.1.-.-) (Biphenyl hydrolase-like protein) (Biphenyl hydrolase-related protein) (Bph-rp) (Breast epithelial mucin-associated antigen) (MCNAA),"TISSUE SPECIFICITY: Expressed at high levels in liver and kidney and lower levels in heart, intestine and skeletal muscle. {ECO:0000269|PubMed:7759552}."
2209,Q86WG5,MTMRD_HUMAN,Myotubularin-related protein 13 (Inactive phosphatidylinositol 3-phosphatase 13) (SET-binding factor 2),TISSUE SPECIFICITY: Widely expressed. Expressed in spinal cord. {ECO:0000269|PubMed:12554688}.
2210,Q86WI1,PKHL1_HUMAN,Fibrocystin-L (Polycystic kidney and hepatic disease 1-like protein 1) (PKHD1-like protein 1),
2211,Q86WQ0,NR2CA_HUMAN,Nuclear receptor 2C2-associated protein (TR4 orphan receptor-associated 16 kDa protein),"TISSUE SPECIFICITY: Expressed in all tissues examined, with highest expression in heart, skeletal muscle and pancreas. {ECO:0000269|PubMed:12486131}."
2212,Q86WU2,LDHD_HUMAN,"Probable D-lactate dehydrogenase, mitochondrial (DLD) (Lactate dehydrogenase D) (EC 1.1.2.4)",TISSUE SPECIFICITY: Expressed moderately in heart and liver and at lower levels in skeletal muscle and kidney. {ECO:0000269|PubMed:12127981}.
2213,Q86X10,RLGPB_HUMAN,Ral GTPase-activating protein subunit beta (p170),"TISSUE SPECIFICITY: Highly expressed in brain, mostly in amygdala."
2214,Q86X27,RGPS2_HUMAN,Ras-specific guanine nucleotide-releasing factor RalGPS2 (Ral GEF with PH domain and SH3-binding motif 2) (RalA exchange factor RalGPS2),
2215,Q86X55,CARM1_HUMAN,Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4),TISSUE SPECIFICITY: Overexpressed in prostate adenocarcinomas and high-grade prostatic intraepithelial neoplasia. {ECO:0000269|PubMed:15221992}.
2216,Q86X76,NIT1_HUMAN,Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.128) (Nitrilase homolog 1),"TISSUE SPECIFICITY: Detected in heart, brain, placenta, liver, skeletal muscle, kidney and pancreas. {ECO:0000269|PubMed:9671749}."
2217,Q86XE0,SNX32_HUMAN,Sorting nexin-32 (Sorting nexin-6B),
2218,Q86XE5,HOGA1_HUMAN,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial (EC 4.1.3.16) (Dihydrodipicolinate synthase-like) (DHDPS-like protein) (Probable 2-keto-4-hydroxyglutarate aldolase) (Probable KHG-aldolase) (Protein 569272)",
2219,Q86XI6,PPR3B_HUMAN,Protein phosphatase 1 regulatory subunit 3B (Hepatic glycogen-targeting protein phosphatase 1 regulatory subunit GL) (Protein phosphatase 1 regulatory subunit 4) (PP1 subunit R4) (Protein phosphatase 1 subunit GL) (PTG),"TISSUE SPECIFICITY: Highly expressed in the liver and, at lower levels, in skeletal muscle, including in vastus lateralis, gastrocnemius and soleus (at protein level). Highest mRNA levels are observed in skeletal muscle, and only moderate levels in liver and heart. Weak expression in placenta and lung. {ECO:0000269|PubMed:11872655, ECO:0000269|PubMed:17555403}."
2220,Q86XK7,VSIG1_HUMAN,V-set and immunoglobulin domain-containing protein 1 (Cell surface A33 antigen) (Glycoprotein A34),"TISSUE SPECIFICITY: Detected only in stomach mucosa and testis, and to a much lesser level in pancreas (at protein level). Detected in gastric cancers (31%), esophageal carcinomas (50%) and ovarian cancers (23%). {ECO:0000269|PubMed:16405301}."
2221,Q86XX4,FRAS1_HUMAN,Extracellular matrix organizing protein FRAS1 (Fraser syndrome 1 protein),"TISSUE SPECIFICITY: Expressed in many adult tissues, with highest levels in kidney, pancreas and thalamus. Relatively high expression was also detected in fetal kidney and heart. {ECO:0000269|PubMed:12766769}."
2222,Q86Y07,VRK2_HUMAN,Serine/threonine-protein kinase VRK2 (EC 2.7.11.1) (Vaccinia-related kinase 2),"TISSUE SPECIFICITY: Isoform 1 and isoform 2 are expressed in various tumor cell lines. Expression of isoform 1 inversely correlates with ERBB2 in breast carcinomas (at protein level). Widely expressed. Highly expressed in fetal liver, skeletal muscle, pancreas, heart, peripheral blood leukocytes and testis. {ECO:0000269|PubMed:16704422, ECO:0000269|PubMed:20679487, ECO:0000269|PubMed:9344656}."
2223,Q86Y39,NDUAB_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7),
2224,Q86YL5,TDRP_HUMAN,Testis development-related protein (Protein INM01),"TISSUE SPECIFICITY: Expressed in spermatogenic cells, especially in spermatocytes (at protein level). {ECO:0000269|PubMed:20170638}."
2225,Q86YM7,HOME1_HUMAN,Homer protein homolog 1 (Homer-1),
2226,Q86YP4,P66A_HUMAN,Transcriptional repressor p66-alpha (Hp66alpha) (GATA zinc finger domain-containing protein 2A),"TISSUE SPECIFICITY: Ubiquitous, both in fetal and adult tissues. {ECO:0000269|PubMed:12183469}."
2227,Q86YS6,RAB43_HUMAN,Ras-related protein Rab-43 (Ras-related protein Rab-41),"TISSUE SPECIFICITY: Widely expressed in brain, testis, lung, heart, ovary, colon, kidney, uterus and spleen but not in liver. {ECO:0000269|PubMed:15018353}."
2228,Q86YS7,C2CD5_HUMAN,C2 domain-containing protein 5 (C2 domain-containing phosphoprotein of 138 kDa),
2229,Q86YV0,RASL3_HUMAN,RAS protein activator like-3,TISSUE SPECIFICITY: Predominantly expressed in cells of hematopoietic lineages. {ECO:0000269|PubMed:25652366}.
2230,Q86YV5,PRAG1_HUMAN,Inactive tyrosine-protein kinase PRAG1 (PEAK1-related kinase-activating pseudokinase 1) (Pragmin) (Sugen kinase 223) (SgK223),
2231,Q86YV9,HPS6_HUMAN,BLOC-2 complex member HPS6 (Hermansky-Pudlak syndrome 6 protein) (Ruby-eye protein homolog) (Ru),TISSUE SPECIFICITY: Ubiquitous.
2232,Q86YW5,TRML1_HUMAN,Trem-like transcript 1 protein (TLT-1) (Triggering receptor expressed on myeloid cells-like protein 1),"TISSUE SPECIFICITY: Detected in platelets, monocytic leukemia and in T-cell leukemia. {ECO:0000269|PubMed:12645956, ECO:0000269|PubMed:15100151, ECO:0000269|PubMed:15128762, ECO:0000269|PubMed:16505478}."
2233,Q86YZ3,HORN_HUMAN,Hornerin,"TISSUE SPECIFICITY: Expressed in cornified epidermis, psoriatic and regenerating skin after wounding. Found in the upper granular layer and in the entire cornified layer of epidermis. {ECO:0000269|PubMed:15507446, ECO:0000269|PubMed:21282207}."
2234,Q8IUC4,RHPN2_HUMAN,Rhophilin-2 (76 kDa RhoB effector protein) (GTP-Rho-binding protein 2) (p76RBE),"TISSUE SPECIFICITY: Widely expressed. Highly expressed in prostate, trachea, stomach, colon, thyroid and pancreas. Expressed at lower level in brain, spinal cord, kidney, placenta and liver. {ECO:0000269|PubMed:12221077, ECO:0000269|PubMed:12473120}."
2235,Q8IUE6,H2A2B_HUMAN,Histone H2A type 2-B (H2A-clustered histone 21),
2236,Q8IUG5,MY18B_HUMAN,Unconventional myosin-XVIIIb,"TISSUE SPECIFICITY: Selectively expressed in cardiac and skeletal muscles. Weakly expressed in testis, pancreas, placenta, prostate, lung and thymus."
2237,Q8IUI8,CRLF3_HUMAN,Cytokine receptor-like factor 3 (Cytokine receptor-like molecule 9) (CREME-9) (Cytokine receptor-related protein 4) (Type I cytokine receptor-like factor p48),"TISSUE SPECIFICITY: Expressed in several embryonic and adult tissues, including adult and fetal brain, liver, spleen and pancreas. Expressed in adult, but not fetal kidney. Expressed in skin and squamous cell carcinoma (SCC) and in several other cancer types. Also detected in lesion actinic keratosis (AK). {ECO:0000269|PubMed:16865251, ECO:0000269|PubMed:19427400}."
2238,Q8IUX7,AEBP1_HUMAN,Adipocyte enhancer-binding protein 1 (AE-binding protein 1) (Aortic carboxypeptidase-like protein),TISSUE SPECIFICITY: Expressed in osteoblast and visceral fat. {ECO:0000269|PubMed:8920928}.
2239,Q8IV04,TB10C_HUMAN,Carabin (TBC1 domain family member 10C),TISSUE SPECIFICITY: Most abundant in spleen and peripheral blood leukocytes. {ECO:0000269|PubMed:17230191}.
2240,Q8IV08,PLD3_HUMAN,"5'-3' exonuclease PLD3 (EC 3.1.16.1) ((S,S)-bis(monoacylglycero)phosphate synthase PLD3) (EC 3.1.4.-) (HindIII K4L homolog) (Hu-K4) (Phospholipase D3)","TISSUE SPECIFICITY: Widely expressed. In the brain, high levels of expression are detected in the frontal, temporal and occipital cortices and hippocampus. Expressed at low level in corpus callosum. Expressed in plasmacytoid dendritic cells and monocytes (at protein level). {ECO:0000269|PubMed:15794758, ECO:0000269|PubMed:24336208, ECO:0000269|PubMed:38697119}."
2241,Q8IV36,HID1_HUMAN,Protein HID1 (Down-regulated in multiple cancers 1) (HID1 domain-containing protein) (Protein hid-1 homolog),"TISSUE SPECIFICITY: Expressed in heart, skeletal muscle, colon, spleen, kidney, liver, small intestine and lung. Highest expression is seen in brain and placenta. Loss of expression is seen in some breast, cervical, hepatocellular, lung, thyroid, gastric and renal cell-cancer lines. Highly expressed in secretory cell lines. Expressed in almost all regions of the brain, in cerebellum, anterior frontal cortex, and striatum. {ECO:0000269|PubMed:11281419, ECO:0000269|PubMed:21337012, ECO:0000269|PubMed:33999436}."
2242,Q8IV53,DEN1C_HUMAN,DENN domain-containing protein 1C (Connecdenn 3) (Protein FAM31C),
2243,Q8IVB5,LIX1L_HUMAN,LIX1-like protein,
2244,Q8IVD9,NUDC3_HUMAN,NudC domain-containing protein 3,
2245,Q8IVF2,AHNK2_HUMAN,Protein AHNAK2,
2246,Q8IVN8,SBSPO_HUMAN,Somatomedin-B and thrombospondin type-1 domain-containing protein (RPE-spondin),TISSUE SPECIFICITY: Detected in aorta extracellular matrix (at protein level). {ECO:0000269|PubMed:20551380}.
2247,Q8IVS8,GLCTK_HUMAN,Glycerate kinase (EC 2.7.1.31) (HBeAg-binding protein 4),TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:16753811}.
2248,Q8IVT2,MISP_HUMAN,Mitotic interactor and substrate of PLK1 (Mitotic spindle positioning protein),
2249,Q8IW45,NNRD_HUMAN,ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase) (Carbohydrate kinase domain-containing protein) (NAD(P)HX dehydratase),
2250,Q8IWA0,WDR75_HUMAN,WD repeat-containing protein 75 (U3 small nucleolar RNA-associated protein 17 homolog),
2251,Q8IWA4,MFN1_HUMAN,Mitofusin-1 (EC 3.6.5.-) (Fzo homolog) (Transmembrane GTPase MFN1),"TISSUE SPECIFICITY: Detected in kidney and heart (at protein level) (PubMed:12759376). Ubiquitous (PubMed:11950885, PubMed:12759376). Expressed at slightly higher level in kidney and heart (PubMed:12759376). Isoform 2 may be overexpressed in some tumors, such as lung cancers (PubMed:11751411). {ECO:0000269|PubMed:11751411, ECO:0000269|PubMed:11950885, ECO:0000269|PubMed:12759376}."
2252,Q8IWA5,CTL2_HUMAN,Choline transporter-like protein 2 (Solute carrier family 44 member 2),"TISSUE SPECIFICITY: Present in supporting cells of the inner ear (at protein level). {ECO:0000269|PubMed:14973250, ECO:0000269|PubMed:20665236}.; TISSUE SPECIFICITY: [Isoform 3]: Expressed in inner ear vestibular tissue. {ECO:0000269|PubMed:20665236}."
2253,Q8IWE2,NXP20_HUMAN,Protein NOXP20 (Nervous system overexpressed protein 20) (Protein FAM114A1),
2254,Q8IWK6,AGRA3_HUMAN,Adhesion G protein-coupled receptor A3 (G-protein coupled receptor 125),
2255,Q8IWL3,HSC20_HUMAN,"Iron-sulfur cluster co-chaperone protein HscB (DnaJ homolog subfamily C member 20) [Cleaved into: Iron-sulfur cluster co-chaperone protein HscB, cytoplasmic (C-HSC20); Iron-sulfur cluster co-chaperone protein HscB, mitochondrial]","TISSUE SPECIFICITY: Expressed in lung, brain, stomach, spleen, ovary, testis, liver, muscle and heart. {ECO:0000269|PubMed:12938016, ECO:0000269|PubMed:20668094}."
2256,Q8IWR0,Z3H7A_HUMAN,Zinc finger CCCH domain-containing protein 7A,
2257,Q8IWS0,PHF6_HUMAN,PHD finger protein 6 (PHD-like zinc finger protein),TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:12415272}.
2258,Q8IWT6,LRC8A_HUMAN,Volume-regulated anion channel subunit LRRC8A (Leucine-rich repeat-containing protein 8A) (HsLRRC8A) (Swelling protein 1),"TISSUE SPECIFICITY: Expressed in brain, kidney, ovary, lung, liver, heart, and fetal brain and liver. Found at high levels in bone marrow; lower levels are detected in peripheral blood cells. Expressed on T-cells as well as on B-lineage cells. {ECO:0000269|PubMed:10718198, ECO:0000269|PubMed:14660746}."
2259,Q8IWV8,UBR2_HUMAN,E3 ubiquitin-protein ligase UBR2 (EC 2.3.2.27) (N-recognin-2) (Ubiquitin-protein ligase E3-alpha-2) (Ubiquitin-protein ligase E3-alpha-II),"TISSUE SPECIFICITY: Broadly expressed, with highest levels in skeletal muscle, kidney and pancreas. Present in acinar cells of the pancreas (at protein level). {ECO:0000269|PubMed:15548684, ECO:0000269|PubMed:16311597}."
2260,Q8IWW8,HOT_HUMAN,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial (HOT) (EC 1.1.99.24) (Alcohol dehydrogenase iron-containing protein 1) (ADHFe1) (Fe-containing alcohol dehydrogenase)",TISSUE SPECIFICITY: Only expressed in adult liver. {ECO:0000269|PubMed:12592711}.
2261,Q8IWX7,UN45B_HUMAN,Protein unc-45 homolog B (Unc-45B) (SMUNC45),"TISSUE SPECIFICITY: Expressed in eye lens tissues. Expressed in muscle (at protein level) (PubMed:33217308). {ECO:0000269|PubMed:24549050, ECO:0000269|PubMed:33217308}."
2262,Q8IWZ6,BBS7_HUMAN,BBSome complex member BBS7 (BBS2-like protein 1) (Bardet-Biedl syndrome 7 protein),"TISSUE SPECIFICITY: Isoform 2 is ubiquitously expressed. Isoform 1 is expressed in retina, lung, liver, testis, ovary, prostate, small intestine, liver, brain, heart and pancreas."
2263,Q8IXI1,MIRO2_HUMAN,Mitochondrial Rho GTPase 2 (MIRO-2) (hMiro-2) (EC 3.6.5.-) (Ras homolog gene family member T2),"TISSUE SPECIFICITY: Ubiquitously expressed. Highly expressed in heart, liver, skeletal muscle, kidney and pancreas. {ECO:0000269|PubMed:12482879, ECO:0000269|PubMed:15218247}."
2264,Q8IXJ6,SIR2_HUMAN,NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (NAD-dependent protein defatty-acylase sirtuin-2) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2),"TISSUE SPECIFICITY: Isoform 1 is expressed in heart, liver and skeletal muscle, weakly expressed in the cortex. Isoform 2 is strongly expressed in the cortex, weakly expressed in heart and liver. Weakly expressed in several malignancies including breast, liver, brain, kidney and prostate cancers compared to normal tissues. Weakly expressed in glioma cell lines compared to normal brain tissues (at protein level). Widely expressed. Highly expressed in heart, brain and skeletal muscle, while it is weakly expressed in placenta and lung. Down-regulated in many gliomas suggesting that it may act as a tumor suppressor gene in human gliomas possibly through the regulation of microtubule network. {ECO:0000269|PubMed:10381378, ECO:0000269|PubMed:10393250, ECO:0000269|PubMed:12963026, ECO:0000269|PubMed:16909107, ECO:0000269|PubMed:21791548, ECO:0000269|PubMed:22014574}."
